"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"88","동물병원","02_03_01_P","4470000","447000001020160001","20160218","","03","폐업","0002","폐업","20190607","","","","043-882-8975","330","","충청북도 음성군 금왕읍 무극리 356-12번지","충청북도 음성군 금왕읍 음성로 1203","27628","테오동물병원","20190607083925","U","2019-06-09 02:40:00.0","","253182.969793","388455.600234","동물병원","","000","",
"89","동물병원","02_03_01_P","4470000","447000001020110002","20110616","","03","폐업","0002","폐업","20140730","","","","043-878-7118","0","","충청북도 음성군 금왕읍 백야리 산 13번지","","","충북야생동물센터","20140730100109","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"90","동물병원","02_03_01_P","4400000","440000001019800001","19800703","","03","폐업","0002","폐업","20140818","","","","043-647-2762","0","","충청북도 제천시 화산동 193-14  번지","","","협신동물병원","20140818145708","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"91","동물병원","02_03_01_P","4400000","440000001019800002","19800703","","03","폐업","0002","폐업","20070115","","","","043-643-3037","0","","충청북도 제천시 명동 11-9번지","","","한일동물병원","20070115164032","I","2018-08-31 23:59:59.0","","307181.499643","404632.435876","동물병원","","000","",
"92","동물병원","02_03_01_P","4400000","440000001019910001","19910430","","03","폐업","0002","폐업","20190109","","","","043-644-9677","0","","충청북도 제천시 청전동 700번지 54통2반","충청북도 제천시 내제로29나길 5 (청전동)","27153","현대동물병원","20190409140236","U","2019-04-11 02:40:00.0","","307597.990026","405886.735196","동물병원","","000","",
"93","동물병원","02_03_01_P","4400000","440000001019960001","19960912","","03","폐업","0002","폐업","20120229","","","","043-644-5575","0","","충청북도 제천시 청전동 13-8 번지","","","나라동물병원","20120229113530","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"94","동물병원","02_03_01_P","4400000","440000001019970001","19971017","","03","폐업","0002","폐업","20060725","","","","043-645-7533","0","","충청북도 제천시 중앙로2가 81-9   번지","","","화랑동물병원","20060725132232","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"95","동물병원","02_03_01_P","3070000","307000001020000005","20000905","","03","폐업","0002","폐업","20180402","","","","","0","","서울특별시 성북구 동소문동3가 32번지","서울특별시 성북구 동소문로 36 (동소문동3가)","02860","베스트종합동물병원","20180402150410","I","2018-08-31 23:59:59.0","","200822.346009797","454182.33005553","동물병원","","000","",
"96","동물병원","02_03_01_P","3070000","307000001020010001","20010203","","03","폐업","0002","폐업","20070604","","","","941-7800","0","","서울특별시 성북구 정릉동 1393-0   번지","","","북악동물병원","20070604141051","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"97","동물병원","02_03_01_P","3070000","307000001020010003","20010514","","03","폐업","0002","폐업","20040304","","","","929-1212","0","","서울특별시 성북구 종암동 68-1   번지","","","청솔동물병원","20040304144820","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"98","동물병원","02_03_01_P","3070000","307000001020010005","20010525","","03","폐업","0002","폐업","20080108","","","","989-6763","0","","서울특별시 성북구 길음동 525-175번지","","","펫케어동물병원","20080108171210","I","2018-08-31 23:59:59.0","","202228.109592009","455880.921338158","동물병원","","000","",
"99","동물병원","02_03_01_P","3110000","311000001020150002","20150226","","03","폐업","0002","폐업","20180131","","","","02-3152-8575","0","","서울특별시 은평구 수색동 75번지 수색자이 1단지 107호","서울특별시 은평구 수색로 217 (수색동, 수색자이 1단지 107호)","03504","조은동물병원","20180131153926","I","2018-08-31 23:59:59.0","","190977.850603548","453037.787995874","동물병원","","000","",
"100","동물병원","02_03_01_P","3110000","311000001020150003","20150327","","03","폐업","0002","폐업","20180213","","","","02-307-7502","0","","서울특별시 은평구 증산동 162-20번지 102호","서울특별시 은평구 증산서길 132, 102호 (증산동)","03497","아리동물병원","20180213143737","I","2018-08-31 23:59:59.0","","192058.608798027","453808.923054541","동물병원","","000","",
"101","동물병원","02_03_01_P","3110000","311000001020150004","20150526","","03","폐업","0002","폐업","20210705","","","","02-969-7582","0","","서울특별시 은평구 응암동 194-25","서울특별시 은평구 백련산로 143 (응암동)","03463","스머프동물병원","20210709154223","U","2021-07-11 02:40:00.0","","193301.594332013","455083.779487733","동물병원","","000","0",
"102","동물병원","02_03_01_P","3210000","321000001020090003","20090731","","03","폐업","0002","폐업","20180430","","","","","69.9","","서울특별시 서초구 방배동 951-3번지 대진빌딩1층","서울특별시 서초구 서초대로4길 4 (방배동,대진빌딩1층)","","화인종합동물병원","20180430152222","I","2018-08-31 23:59:59.0","","198622.459419616","442586.300528954","동물병원","","000","",
"103","동물병원","02_03_01_P","3110000","311000001020000003","20000802","","03","폐업","0002","폐업","20101010","","","","376-7001","0","","서울특별시 은평구 증산동 168-2   번지","","","신동물병원","20110531121523","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"104","동물병원","02_03_01_P","3110000","311000001020010002","20011102","","03","폐업","0002","폐업","20070321","","","","387-7582","0","","서울특별시 은평구 대조동 231번지 삼성타운 101-122","","","유종합동물병원","20070321102526","I","2018-08-31 23:59:59.0","","193019.403382395","456302.92877653","동물병원","","000","",
"105","동물병원","02_03_01_P","3110000","311000001020020001","20020528","","03","폐업","0002","폐업","20050404","","","","382-7566","0","","서울특별시 은평구 대조동 179-16번지","서울특별시 은평구 서오릉로 80 (대조동)","03395","은평동물병원","20120102175323","I","2018-08-31 23:59:59.0","","193059.53692408","456143.236850271","동물병원","","000","",
"106","동물병원","02_03_01_P","3210000","321000001019950002","19950511","","03","폐업","0002","폐업","20090605","","","","546-9005","0","","서울특별시 서초구 반포동 747-12  번지","","","닥터은동물병원","20090605102704","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"107","동물병원","02_03_01_P","3210000","321000001020050003","20051209","","03","폐업","0002","폐업","20161230","","","","5867505","30","","서울특별시 서초구 서초동 1336번지 서초우성쇼핑센타120호,121호","","","우성메디펫동물병원","20161230143252","I","2018-08-31 23:59:59.0","","202444.728227145","443111.768412332","동물병원","","000","",
"108","동물병원","02_03_01_P","3210000","321000001020040007","20040401","","03","폐업","0002","폐업","20050126","","","","","18","","서울특별시 서초구 잠원동 60-3번지 매일종합상가 223호","","","잠원동물병원","20050126174956","I","2018-08-31 23:59:59.0","","201024.481364815","445492.334204608","동물병원","","000","",
"109","동물병원","02_03_01_P","3140000","314000001019940002","19940707","","03","폐업","0002","폐업","20080820","","","","2608-5886","1","","서울특별시 양천구 신월동 512-7번지","서울특별시 양천구 신월로 199 (신월동)","","신월동물병원","20080820200307","I","2018-08-31 23:59:59.0","","186179.736791967","446472.412127042","동물병원","","000","",
"110","동물병원","02_03_01_P","3140000","314000001019940003","19940812","","03","폐업","0002","폐업","20120808","","","","692-7283","0","","서울특별시 양천구 신월동 64-1   번지","","","강성동물병원","20120808150537","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"111","동물병원","02_03_01_P","3140000","314000001019950001","19950905","","03","폐업","0002","폐업","20130527","","","","2647-1772","0","","서울특별시 양천구 목동 783-2번지","서울특별시 양천구 등촌로 58 (목동)","07965","하니동물병원","20130528100927","I","2018-08-31 23:59:59.0","","187890.251114546","448106.571502671","동물병원","","000","",
"112","동물병원","02_03_01_P","3140000","314000001019950002","19950425","","03","폐업","0002","폐업","20120501","","","","2644-0069","0","","서울특별시 양천구 신정동 995-4   번지","","","상아동물병원","20120501150438","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"113","동물병원","02_03_01_P","3210000","321000001020100002","20100412","","03","폐업","0002","폐업","20101108","","","","","0","","서울특별시 서초구 양재동 351-11 성원빌딩 1층","","","펫프렌즈동물병원양재","20101108172116","I","2018-08-31 23:59:59.0","","","","동물병원","","L00","",
"114","동물병원","02_03_01_P","3210000","321000001020040008","20040409","","03","폐업","0002","폐업","20140502","","","","02-587-7582","38.4","","서울특별시 서초구 서초동 1532-7번지 (지상1층)","서울특별시 서초구 효령로 229 (서초동,(지상1층))","","서울동물병원","20140507093846","I","2018-08-31 23:59:59.0","","200724.572700127","442410.750140602","동물병원","","000","",
"115","동물병원","02_03_01_P","3140000","314000001020080001","20080418","","03","폐업","0002","폐업","20090831","","","","2643-0283","43.12","","서울특별시 양천구 목동 919-7번지 홈에버 목동점 1층","서울특별시 양천구 목동서로 170 (목동,홈에버 목동점 1층)","","닥터펫 동물병원","20090831145853","I","2018-08-31 23:59:59.0","","188729.190478822","447572.610039376","동물병원","","000","",
"116","동물병원","02_03_01_P","3140000","314000001020080003","20080822","","03","폐업","0002","폐업","20110811","","","","2608-5886","42.9","","서울특별시 양천구 신월동 512-7   번지","","","킴스동물병원","20110811190436","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"117","동물병원","02_03_01_P","3140000","314000001020080005","20081107","","03","폐업","0002","폐업","20141202","","","","2651-1855","50","","서울특별시 양천구 목동 506-7번지","서울특별시 양천구 목동중앙본로 113 (목동)","07948","대현동물병원","20141202132807","I","2018-08-31 23:59:59.0","","188540.174473765","449290.733051822","동물병원","","000","",
"118","동물병원","02_03_01_P","3140000","314000001020090001","20090218","","03","폐업","0002","폐업","20120720","","","","2604-0156-8","270","","서울특별시 양천구 신정동 898-2번지","서울특별시 양천구 목동로 231 (신정동)","07937","리베 동물의료센터","20120720100105","I","2018-08-31 23:59:59.0","","187866.51995498","447451.595714316","동물병원","","000","",
"119","동물병원","02_03_01_P","3140000","314000001020090002","20090420","","03","폐업","0002","폐업","20090701","","","","","40","","서울특별시 양천구 목동 962번지 트라팰리스 1층","서울특별시 양천구 오목로 299 (목동,트라팰리스 1층)","","쿨펫이마트목동점","20090701145026","I","2018-08-31 23:59:59.0","","188472.759197224","447091.855963511","동물병원","","000","",
"120","동물병원","02_03_01_P","3030000","303000001020160003","20160523","","03","폐업","0002","폐업","20200408","","","","02-2237-1975","66.41","","","서울특별시 성동구 금호로 173, 상가동 1층 24호 (금호동2가, 신금호파크자이)","04722","동물병원소풍","20200408110346","U","2020-04-10 02:40:00.0","","201676","450460","동물병원","","000","",
